Title,fantasy,science,horror,thriller,mystery,detective,history,young,children
Mortal Causes,0,0,0,0,0,1,0,0,0
The Missing and the Dead,0,0,0,0,0,1,0,0,0
The Case of the Gilded Fly,0,0,0,0,0,1,0,0,0
Blanche on the Lam,0,0,0,0,0,1,0,0,0
Please Pass the Guilt,0,0,0,0,0,1,0,0,0
Guinguette by the Seine,0,0,0,0,0,1,0,0,0
The Hand in the Glove,0,0,0,0,0,1,0,0,0
Murder by the Book,0,0,0,0,0,1,0,0,0
The Memoirs of Sherlock Holmes,0,0,0,0,0,1,0,0,0
The Adventures of Sherlock Holmes,0,0,0,0,0,1,0,0,0
The Lamp of God,0,0,0,0,0,1,0,0,0
The House of Silk,0,0,0,0,1,1,0,0,0
The Thirteen Problems,0,0,0,0,0,1,0,0,0
Walking Shadow,0,0,0,0,0,1,0,0,0
Inherent Vice,0,0,0,0,0,1,0,0,0
The Complaints,0,0,0,0,0,1,0,0,0
Exit Music,0,0,0,0,0,1,0,0,0
I Was Dora Suarez,0,0,0,0,0,1,0,0,0
Chasing the Bear,0,0,0,0,0,1,0,0,0
Hundred-Dollar Baby,0,0,0,0,0,1,0,0,0
The Impossible Dead,0,0,0,0,0,1,0,0,0
The Dragnet Solar Pons et al.,0,0,0,0,0,1,0,0,0
The Chronicles of Solar Pons,0,0,0,0,0,1,0,0,0
Too Many Clients,0,0,0,0,0,1,0,0,0
The Casebook of Solar Pons,0,0,0,0,0,1,0,0,0
The Thin Man,0,0,0,0,0,1,0,0,0
Set in Darkness,0,0,0,0,0,1,0,0,0
Chitrochor,0,0,0,0,1,1,0,0,0
Pother Kanta,0,0,0,0,1,1,0,0,0
Seemanto-heera,0,0,0,0,1,1,0,0,0
The High Window,0,0,0,0,0,1,0,0,0
The Pentagon Spy,0,0,0,0,1,1,0,0,0
The Apeman's Secret,0,0,0,0,1,1,0,0,0
The Stone Idol,0,0,0,0,1,1,0,0,0
The Mystery at Devil's Paw,0,0,0,0,1,1,0,0,0
The Wailing Siren Mystery,0,0,0,0,1,1,0,0,0
The Mystery of the Aztec Warrior,0,0,0,0,1,1,0,0,0
The Hooded Hawk Mystery,0,0,0,0,1,1,0,0,0
Mystery of the Desert Giant,0,0,0,0,1,1,0,0,0
Mystery of the Samurai Sword,0,0,0,0,1,1,0,0,0
The Secret Agent on Flight 101,0,0,0,0,1,1,0,0,0
The Mysterious Caravan,0,0,0,0,1,1,0,0,0
The Haunted Fort,0,0,0,0,1,1,0,0,0
The Clue of the Screeching Owl,0,0,0,0,1,1,0,0,0
The Yellow Feather Mystery,0,0,0,0,1,1,0,0,0
The Arctic Patrol Mystery,0,0,0,0,1,1,0,0,0
The Mystery of the Chinese Junk,0,0,0,0,1,1,0,0,0
The Sign of the Crooked Arrow,0,0,0,0,1,1,0,0,0
The Secret of Skull Mountain,0,0,0,0,1,1,0,0,0
The Shattered Helmet,0,0,0,0,1,1,0,0,0
The Jungle Pyramid,0,0,0,0,1,1,0,0,0
The Masked Monkey,0,0,0,0,1,1,0,0,0
The Firebird Rocket,0,0,0,0,1,1,0,0,0
The Secret Panel,0,0,0,0,1,1,0,0,0
The Sting of the Scorpion,0,0,0,0,1,1,0,0,0
The Viking Symbol Mystery,0,0,0,0,1,1,0,0,0
The Tower Treasure,0,0,0,0,1,1,0,0,0
The Secret of the Lost Tunnel,0,0,0,0,1,1,0,0,0
The Vanishing Thieves,0,0,0,0,1,1,0,0,0
The Outlaw's Silver,0,0,0,0,1,1,0,0,0
The Phantom Freighter,0,0,0,0,1,1,0,0,0
Mystery of Smugglers Cove,0,0,0,0,1,1,0,0,0
Night of the Werewolf,0,0,0,0,1,1,0,0,0
The Bombay Boomerang,0,0,0,0,1,1,0,0,0
The Mystery of the Spiral Bridge,0,0,0,0,1,1,0,0,0
The Ghost at Skeleton Rock,0,0,0,0,1,1,0,0,0
The Clue in the Embers,0,0,0,0,1,1,0,0,0
Agatha Raisin and the Deadly Dance,0,0,0,0,1,1,0,0,0
The Kachina Doll Mystery,0,0,0,0,1,1,0,0,0
The Railway Detective,0,0,0,0,1,1,0,0,0
Death of a Gentle Lady,0,0,0,0,1,1,0,0,0
Cult of Crime,0,0,0,0,1,1,0,0,0
Death of an Outsider,0,0,0,0,1,1,0,0,0
Sarah Armstrong Mystery series,0,0,0,0,1,1,0,0,0
Agatha Raisin and the Quiche of Death,0,0,0,0,1,1,0,0,0
Captive Witness,0,0,0,0,1,1,0,0,0
Death of a Gossip,0,0,0,0,1,1,0,0,0
Trapped at Sea,0,0,0,0,1,1,0,0,0
The Broken Anchor,0,0,0,0,1,1,0,0,0
The Clue of the Black Keys,0,0,0,0,1,1,0,0,0
The Crimson Flame,0,0,0,0,1,1,0,0,0
The Witchmaster's Key,0,0,0,0,1,1,0,0,0
Tic-Tac-Terror,0,0,0,0,1,1,0,0,0
The Clue of the Hissing Serpent,0,0,0,0,1,1,0,0,0
The Swami's Ring,0,0,0,0,1,1,0,0,0
The Skyfire Puzzle,0,0,0,0,1,1,0,0,0
The Case of the Rising Stars,0,0,0,0,1,1,0,0,0
The Final Adventures of Solar Pons,0,1,0,0,0,1,0,0,0
A Praed Street Dossier,0,1,0,0,0,1,0,0,0
The Gutting of Couffignal,0,0,0,0,0,1,0,0,0
The Lady in the Lake,0,0,0,0,0,1,0,0,0
The Tin Roof Blowdown,0,0,0,0,0,1,0,0,0
Young Sherlock Holmes: Red Leech,0,0,0,0,0,1,0,0,0
Young Sherlock Holmes: Black Ice,0,0,0,0,0,1,0,0,0
Three Bags Full,0,0,0,0,0,1,0,0,0
Bad for Business,0,0,0,0,0,1,0,0,0
The Godwulf Manuscript,0,0,0,0,0,1,0,0,0
A Monstrous Regiment of Women,0,0,0,0,0,1,0,0,0
Young Sherlock Holmes: Fire Storm,0,0,0,0,0,1,0,0,0
The Valley of Fear,0,0,0,0,0,1,0,0,0
Young Sherlock Holmes: Death Cloud,0,0,0,0,0,1,0,0,0
A Letter of Mary,0,0,0,0,0,1,0,0,0
The Broken Vase,0,0,0,0,0,1,0,0,0
Tears of the Giraffe,0,0,0,0,1,1,0,0,0
The Italian Secretary,0,0,0,0,1,1,0,0,0
The Way Some People Die,0,0,0,0,1,1,0,0,0
The Zebra-Striped Hearse,0,0,0,0,1,1,0,0,0
The Full Cupboard of Life,0,0,0,0,1,1,0,0,0
In the Company of Cheerful Ladies,0,0,0,0,1,1,0,0,0
The Kalahari Typing School for Men,0,0,0,0,1,1,0,0,0
Murder in E Minor,0,0,0,0,1,1,0,0,0
Tea Time for the Traditionally Built,0,0,0,0,1,1,0,0,0
Morality for Beautiful Girls,0,0,0,0,1,1,0,0,0
Blue Shoes and Happiness,0,0,0,0,1,1,0,0,0
The Miracle at Speedy Motors,0,0,0,0,1,1,0,0,0
The Good Husband of Zebra Drive,0,0,0,0,1,1,0,0,0
The Infinity Clue,0,0,0,0,1,1,0,0,0
The Voodoo Plot,0,0,0,0,1,1,0,0,0
The Fire Kimono,0,0,0,0,1,1,0,0,0
The Snow Empress,0,0,0,0,1,1,0,0,0
Inspector Ghote Hunts the Peacock,0,0,0,0,1,1,0,0,0
Noite,0,0,0,0,1,0,0,0,0
The Girl Who Leapt Through Time,0,1,0,0,0,0,0,0,0
The Thousand Autumns of Jacob de Zoet,0,0,0,0,0,0,1,0,0
The Baby Squad,0,0,0,1,0,0,0,0,0
Nontraditional Love,0,0,0,0,1,1,0,0,0
The Prize of Peril,0,1,0,0,0,0,0,0,0
The Hunger Games,0,1,0,0,0,0,0,0,0
The Three Stigmata of Palmer Eldritch,0,1,0,0,0,0,0,0,0
The Palace of Dreams,0,0,0,0,0,0,1,0,0
The Black Coat,0,1,0,0,0,0,0,0,0
Save the Pearls: Revealing Eden,0,1,0,0,0,0,0,1,0
Radio Free Albemuth,0,1,0,0,0,0,0,0,0
Make Room! Make Room!,0,1,0,0,0,0,0,0,0
The Stone Dogs,0,0,0,0,0,0,1,0,0
The Selection,0,0,0,0,0,0,0,1,0
The Rise and Fall of the Great Powers,0,0,0,0,0,0,1,0,0
The Toll-Gate,0,0,0,0,0,1,0,0,0
An Infamous Army,0,0,0,0,0,0,1,0,0
The Black Robe,0,0,0,0,1,0,0,0,0
Gauche the Cellist,0,0,0,0,0,0,0,1,0
The Secret Magdalene,0,0,0,0,1,0,1,0,0
The Blind Man of Seville,0,0,0,0,0,1,0,0,0
The Hidden Assassins,0,0,0,0,0,1,0,0,0
The Silent and the Damned,0,0,0,0,0,1,0,0,0
Agnaadi,0,0,0,0,0,0,1,0,0
The Case of Thomas N.,0,0,0,0,1,1,0,0,0
Johnny Gone Down,0,0,0,1,0,0,0,0,0
"See Ya, Simon",0,0,0,0,0,0,0,1,0
Die transitorischen Störungen des Selbstbewusstseins,0,0,0,0,0,0,1,0,0
The Shape of Things to Come,0,0,0,0,0,0,1,0,0
The Lacquer Screen,0,0,0,0,1,1,0,0,0
The Emperor's Pearl,0,0,0,0,1,1,0,0,0
The Haunted Monastery,0,0,0,0,1,1,0,0,0
The Monkey and the Tiger,0,0,0,0,1,1,0,0,0
Poets and Murder,0,0,0,0,1,1,0,0,0
The Phantom of the Temple,0,0,0,0,1,1,0,0,0
Necklace and Calabash,0,0,0,0,1,1,0,0,0
Murder in Canton,0,0,0,0,1,1,0,0,0
The Red Pavilion,0,0,0,0,1,1,0,0,0
The Chinese Nail Murders,0,0,0,0,1,1,0,0,0
The Chinese Maze Murders,0,0,0,0,1,1,1,0,0
The Chinese Lake Murders,0,0,0,0,1,1,1,0,0
The Chinese Bell Murders,0,0,0,0,1,1,1,0,0
The Chinese Gold Murders,0,0,0,0,1,1,1,0,0
The Vile Village,0,0,0,0,1,0,0,0,0
The Miserable Mill,0,0,0,0,1,0,0,0,0
The Penultimate Peril,0,0,0,0,1,0,0,0,0
The Hostile Hospital,0,0,0,0,1,0,0,0,0
The Bad Beginning,0,0,0,0,1,0,0,0,0
The Austere Academy,0,0,0,0,1,0,0,0,0
The Ersatz Elevator,0,0,0,0,1,0,0,0,0
The Grim Grotto,0,0,0,0,1,0,0,0,0
The Slippery Slope,0,0,0,0,1,0,0,0,0
The Carnivorous Carnival,0,0,0,0,1,0,0,0,0
Gaston de Blondeville,0,0,0,0,0,0,1,0,0
Kings of the High Frontier,0,1,0,0,0,0,0,0,0
The Invincible,0,1,0,0,0,0,0,0,0
Thrice Upon a Time,0,1,0,0,0,0,0,0,0
Forty Signs of Rain,0,1,0,0,0,0,0,0,0
In the Ocean of Night,0,1,0,0,0,0,0,0,0
Across the Sea of Suns,0,1,0,0,0,0,0,0,0
The Children of the Sky,0,1,0,0,0,0,0,0,0
The Killing of Worlds,0,1,0,0,0,0,0,0,0
Revenger,0,1,0,0,0,0,0,0,0
A Fire Upon the Deep,0,1,0,0,0,0,0,0,0
Mission of Gravity,0,1,0,0,0,0,0,0,0
The Golden Oecumene,0,1,0,0,0,0,0,0,0
The Killing Star,0,1,0,0,0,0,0,0,0
Mildred Pierce,0,0,0,1,0,0,0,0,0
Gun Machine,0,0,0,1,0,1,0,0,0
Crooked Little Vein,0,0,0,1,0,1,0,0,0
Memoirs of a Geisha,0,0,0,0,0,0,1,0,0
The Kingmaker's Daughter,0,0,0,0,0,0,1,0,0
Edge of Eternity,0,0,0,0,0,0,1,0,0
The White Princess,0,0,0,0,0,0,1,0,0
The Light Between Oceans,0,0,0,0,0,0,1,0,0
The King's Curse,0,0,0,0,0,0,1,0,0
Someone Named Eva,0,0,0,0,0,0,1,0,0
Four Steps to Death,0,0,0,0,0,0,1,0,0
The Valley of Amazement,0,0,0,0,0,0,1,0,0
Timothy of the Cay,0,0,0,0,0,0,1,0,0
The Grass Crown,0,0,0,0,0,0,1,0,0
Winter of the World,0,0,0,0,0,0,1,0,0
The Great Fortune,0,0,0,0,0,0,1,0,0
The Good Earth,0,0,0,0,0,0,1,0,0
The Shelters of Stone,0,0,0,0,0,0,1,0,0
"Goodbye, Mickey Mouse",0,0,0,0,0,0,1,0,0
Lyddie,0,0,0,0,0,0,1,0,0
A Star Called Henry,0,0,0,0,0,0,1,0,0
In the Time of the Butterflies,0,0,0,0,0,0,1,0,0
Bring Up the Bodies,0,0,0,0,0,0,1,0,0
Do Not Say We Have Nothing,0,0,0,0,0,0,1,0,0
The Education of Little Tree,0,0,0,0,0,0,1,0,0
Holy Warrior,0,0,0,0,0,0,1,0,0
The History of Henry Esmond,0,0,0,0,0,0,1,0,0
"Catherine, Called Birdy",0,0,0,0,0,0,1,0,0
Prithivivallabh,0,0,0,0,0,0,1,0,0
Gates of Fire,0,0,0,0,0,0,1,0,0
King's Man,0,0,0,0,0,0,1,0,0
Vaskilintu,0,0,0,0,0,0,1,0,0
The Fox in the Attic,0,0,0,0,0,0,1,0,0
Europe Central,0,0,0,0,0,0,1,0,0
Island Beneath the Sea,0,0,0,0,0,0,1,0,0
A Dead Man in Deptford,0,0,0,0,0,0,1,0,0
The Gentle Falcon,0,0,0,0,0,0,1,0,0
The Miniaturist,0,0,0,0,0,0,1,0,0
The Wolf Sea,0,0,0,0,0,0,1,0,0
Barkskins,0,0,0,0,0,0,1,0,0
The Basket,0,0,0,0,0,0,1,0,0
The First Man in Rome,0,0,0,0,0,0,1,0,0
Caesar's Daughter,0,0,0,0,0,0,1,0,0
Arsena of Marabda,0,0,0,0,0,0,1,0,0
Revolution Is Not a Dinner Party,0,0,0,0,0,0,1,0,0
HHhH,0,0,0,0,0,0,1,0,0
The Mirror and the Light,0,0,0,0,0,0,1,0,0
Elijah of Buxton,0,0,0,0,0,0,1,0,0
A Land Remembered,0,0,0,0,0,0,1,0,0
A Case of Exploding Mangoes,0,0,0,0,0,0,1,0,0
The Piano Tuner,0,0,0,0,0,0,1,0,0
Sapphira and the Slave Girl,0,0,0,0,0,0,1,0,0
The Moon and the Sun,0,0,0,0,0,0,1,0,0
The Quickening Maze,0,0,0,0,0,0,1,0,0
A Column of Fire,0,0,0,0,0,0,1,0,0
The Bridge on the Drina,0,0,0,0,0,0,1,0,0
A Countess Below Stairs,0,0,0,0,0,0,1,0,0
The True Confessions of Charlotte Doyle,0,0,0,0,0,0,1,0,0
The Rifle,0,0,0,0,0,0,1,0,0
The Weight of Water,0,0,0,0,0,0,1,0,0
The Divine Worshipper,0,0,0,0,0,0,1,0,0
The Russian Concubine,0,0,0,0,0,0,1,0,0
Half of a Yellow Sun,0,0,0,0,0,0,1,0,0
Tuulihaukka,0,0,0,0,0,0,1,0,0
The Amazing Adventures of Kavalier  &  Clay,0,0,0,0,0,0,1,0,0
The Castle Cross the Magnet Carter,0,0,0,0,0,0,1,0,0
Wide is the Gate,0,0,0,0,0,0,1,0,0
Wideacre,0,0,0,0,0,0,1,0,0
The Turner House,0,0,0,0,0,0,1,0,0
Interlok,0,0,0,0,0,0,1,0,0
When I Lived in Modern Times,0,0,0,0,0,0,1,0,0
Rare Objects,0,0,0,0,0,0,1,0,0
The Secret River,0,0,0,0,0,0,1,0,0
The In-Between World of Vikram Lall,0,0,0,0,0,0,1,0,0
My Ántonia,0,0,0,0,0,0,1,0,0
The Friendly Persuasion,0,0,0,0,0,0,1,0,0
The Lady of the Rivers,0,0,0,0,0,0,1,0,0
Caesar's Women,0,0,0,0,0,0,1,0,0
A Body in the Bath House,0,0,0,0,0,1,1,0,0
Caspian Rain,0,0,0,0,0,0,1,0,0
Pride of Carthage,0,0,0,0,0,0,1,0,0
The Scarlet Pimpernel,0,0,0,0,0,0,1,0,0
We the Living,0,0,0,0,0,0,1,0,0
Three Day Road,0,0,0,0,0,0,1,0,0
Ben-Hur: A Tale of the Christ,0,0,0,0,0,0,1,0,0
The Right Hand of the Grand Master,0,0,0,0,0,0,1,0,0
A Princess in Berlin,0,0,0,0,0,0,1,0,0
Sleepwalking Land,0,0,0,0,0,0,1,0,0
The Tribune's Curse,0,0,0,0,0,0,1,0,0
Narcissus and Goldmund,0,0,0,0,0,0,1,0,0
The Vespertine,0,0,0,0,0,0,1,1,0
Shadow Country,0,0,0,0,0,0,1,0,0
A Madness So Discreet,0,0,0,0,1,0,1,1,0
Pirate Latitudes,0,0,0,0,0,0,1,0,0
Winds of Sinhala,0,0,0,0,0,0,1,0,0
Gai-Jin,0,0,0,0,0,0,1,0,0
April Morning,0,0,0,0,0,0,1,1,0
Cue for Treason,0,0,0,0,0,0,1,0,0
Burger's Daughter,0,0,0,0,0,0,1,0,0
The Road to San Vicente,0,0,0,0,0,0,1,0,0
Sharpe's Christmas,0,0,0,0,0,0,1,0,0
Sharpe's Skirmish,0,0,0,0,0,0,1,0,0
The Boy Who Dared,0,0,0,0,0,0,1,0,0
All the Light We Cannot See,0,0,0,0,0,0,1,0,0
A Point of Law,0,0,0,0,0,0,1,0,0
Count No Man Happy: A Byzantine Fantasy,0,0,0,0,0,0,1,0,0
Antonina: A Byzantine Slut,0,0,0,0,0,0,1,0,0
Number the Stars,0,0,0,0,0,0,1,0,0
The Sympathizer,0,0,0,0,0,0,1,0,0
Voice of the Fire,0,0,0,0,0,0,1,0,0
The Paris Architect,0,0,0,1,0,0,1,0,0
The Dervish House,0,1,0,0,0,0,1,0,0
Past Poisons,0,0,0,0,1,0,1,0,0
The Mummy Case,0,0,0,0,1,0,1,0,0
Death Comes as the End,0,0,0,0,1,0,1,0,0
Guardian of the Horizon,0,0,0,0,1,0,1,0,0
A Morbid Taste for Bones,0,0,0,0,1,0,1,0,0
He Shall Thunder in the Sky,0,0,0,0,1,0,1,0,0
"The Snake, the Crocodile, and the Dog",0,0,0,0,1,0,1,0,0
Seeing a Large Cat,0,0,0,0,1,0,1,0,0
The Last Camel Died at Noon,0,0,0,0,1,0,1,0,0
Lion in the Valley,0,0,0,0,1,0,1,0,0
The Janissary Tree,0,0,0,0,1,0,1,0,0
Crocodile on the Sandbank,0,0,0,0,1,0,1,0,0
The Golden One,0,0,0,0,1,0,1,0,0
The Athenian Murders,0,0,0,0,1,0,1,0,0
Lord of the Silent,0,0,0,0,1,0,1,0,0
The Serpent on the Crown,0,0,0,0,1,0,1,0,0
The Triumph of Caesar,0,0,0,0,1,0,1,0,0
The Bride of Newgate,0,0,0,0,1,0,1,0,0
See Delphi and Die,0,0,0,0,1,1,1,0,0
Scandal Takes a Holiday,0,0,0,0,1,1,1,0,0
Poseidon's Gold,0,0,0,0,1,1,1,0,0
The Jupiter Myth,0,0,0,0,1,1,1,0,0
Three Hands in the Fountain,0,0,0,0,1,1,1,0,0
One Virgin Too Many,0,0,0,0,1,1,1,0,0
A Dying Light in Corduba,0,0,0,0,1,1,1,0,0
Two for the Lions,0,0,0,0,1,1,1,0,0
Last Act in Palmyra,0,0,0,0,1,1,1,0,0
Time to Depart,0,0,0,0,1,1,1,0,0
The Iron Hand of Mars,0,0,0,0,1,1,1,0,0
Ode to a Banker,0,0,0,0,1,1,1,0,0
The Silver Pigs,0,0,0,0,1,1,1,0,0
The Death of Achilles,0,0,0,0,1,1,1,0,0
Murder on the Leviathan,0,0,0,0,1,1,1,0,0
The Infant and the Devil,0,0,0,0,1,1,1,0,0
The Flying Elephant,0,0,0,0,1,1,1,0,0
The State Counsellor,0,0,0,0,1,1,1,0,0
The Diamond Chariot,0,0,0,0,1,1,1,0,0
"Maria, Maria...",0,0,0,0,1,1,1,0,0
She Lover of Death,0,0,0,0,1,1,1,0,0
The Unholy Pilgrim,0,0,0,0,0,0,1,0,0
The Rose in Splendour: a Story of the Wars of Lancaster and York,0,0,0,0,0,0,1,0,0
Brother Dusty-Feet,0,0,0,0,0,0,1,0,0
"Sun Horse, Moon Horse",0,0,0,0,0,0,1,0,0
Captains and the Kings,0,0,0,0,0,0,1,0,0
The Fields of Death,0,0,0,0,0,0,1,0,0
The Reluctant Queen,0,0,0,0,0,0,1,0,0
Heroes of Tobruk,0,0,0,0,0,0,1,0,0
The Reverse of the Medal,0,0,0,0,0,0,1,0,0
The Mammoth Hunters,0,0,0,0,0,0,1,0,0
Over the Wine Dark Sea,0,0,0,0,0,0,1,0,0
Letter from Peking,0,0,0,0,0,0,1,0,0
The Armourer's House,0,0,0,0,0,0,1,0,0
Yavana Rani,0,0,0,0,0,0,1,0,0
Nightjohn,0,0,0,0,0,0,1,0,0
The Prisoner of Zenda,0,0,0,0,0,0,1,0,0
Witch Wood,0,0,0,0,0,0,1,0,0
The Code of Romulus,0,0,0,0,0,0,1,0,0
Sharpe's Regiment,0,0,0,0,0,0,1,0,0
"Inside, Outside",0,0,0,0,0,0,1,0,0
The Knight of the Sacred Lake,0,0,0,0,0,0,1,0,0
The Master of Go,0,0,0,0,0,0,1,0,0
The Shield Ring,0,0,0,0,0,0,1,0,0
I Am a Barbarian,0,0,0,0,0,0,1,0,0
Crossing the River,0,0,0,0,0,0,1,0,0
Blitzcat,0,0,0,0,0,0,1,0,0
Roman Blood,0,0,0,0,0,0,1,0,0
The Persian Boy,0,0,0,0,0,0,1,0,0
Treason's Harbour,0,0,0,0,0,0,1,0,0
The Happy Return,0,0,0,0,0,0,1,0,0
The Golden Ocean,0,0,0,0,0,0,1,0,0
Hatshepsut: Daughter of Amun,0,0,0,0,0,0,1,0,0
Heat and Dust,0,0,0,0,0,0,1,0,0
Black Robe,0,0,0,0,0,0,1,0,0
Child of a Dream,0,0,0,0,0,0,1,0,0
With Fire and Sword,0,0,0,0,0,0,1,0,0
The Emperor's Games,0,0,0,0,0,0,1,0,0
"Weep Not, Child",0,0,0,0,0,0,1,0,0
The Man Within,0,0,0,0,0,0,1,0,0
The Thieves of Ostia,0,0,0,0,0,0,1,0,0
The Physick Book of Deliverance Dane,0,0,0,0,0,0,1,0,0
The Giant Joshua,0,0,0,0,0,0,1,0,0
The Last of the Wine,0,0,0,0,0,0,1,0,0
The Outlaw of Torn,0,0,0,0,0,0,1,0,0
The Eagle's Prey,0,0,0,0,0,0,1,0,0
Lieutenant Hornblower,0,0,0,0,0,0,1,0,0
Royal Flash,0,0,0,0,0,0,1,0,0
Zulu Hart,0,0,0,0,0,0,1,0,0
A Chain of Thunder,0,0,0,0,0,0,1,0,0
Wolf of the Plains,0,0,0,0,0,0,1,0,0
Professor Martens' Departure,0,0,0,0,0,0,1,0,0
Winston's War,0,0,0,0,0,0,1,0,0
Lovecraft's Book,0,0,0,0,0,0,1,0,0
Dawn Wind,0,0,0,0,0,0,1,0,0
Red Strangers,0,0,0,0,0,0,1,0,0
The Fortune of War,0,0,0,0,0,0,1,0,0
Flash for Freedom!,0,0,0,0,0,0,1,0,0
Shadows on the Rock,0,0,0,0,0,0,1,0,0
Hornblower and the Crisis,0,0,0,0,0,0,1,0,0
"Angélique, the Marquise of the Angels",0,0,0,0,0,0,1,0,0
The Kingdom of the Wicked,0,0,0,0,0,0,1,0,0
Master Georgie,0,0,0,0,0,0,1,0,0
The Afghan Campaign,0,0,0,0,0,0,1,0,0
Flashman and the Dragon,0,0,0,0,0,0,1,0,0
A Mist of Prophecies,0,0,0,0,0,0,1,0,0
The Beggar of Volubilis,0,0,0,0,0,0,1,0,0
When the Eagle Hunts,0,0,0,0,0,0,1,0,0
Kay the Left-Handed,0,0,0,0,0,0,1,0,0
What I Saw and How I Lied,0,0,0,0,0,0,1,0,0
The Sirens of Surrentum,0,0,0,0,0,0,1,0,0
Flashman in the Great Game,0,0,0,0,0,0,1,0,0
The Other Queen,0,0,0,0,0,0,1,0,0
The Field of Swords,0,0,0,0,0,0,1,0,0
Inés of My Soul,0,0,0,0,0,0,1,0,0
Abba Abba,0,0,0,0,0,0,1,0,0
The Perilous Road,0,0,0,0,0,0,1,0,0
Mannan Magal,0,0,0,0,0,0,1,0,0
The Gates of Rome,0,0,0,0,0,0,1,0,0
The House of the Vestals,0,0,0,0,0,0,1,0,0
The Day of the Scorpion,0,0,0,0,0,0,1,0,0
The Czar's Madman,0,0,0,0,0,0,1,0,0
The Sign of the Chrysanthemum,0,0,0,0,0,0,1,0,0
Peveril of the Peak,0,0,0,0,0,0,1,0,0
Chu Ju's House,0,0,0,0,0,0,1,0,0
The Eagle and the Wolves,0,0,0,0,0,0,1,0,0
Listening for Lions,0,0,0,0,0,0,1,0,0
Death to the French,0,0,0,0,0,0,1,0,0
The Eagle in the Sand,0,0,0,0,0,0,1,0,0
"Blood Red, Snow White",0,0,0,0,0,0,1,0,0
The Scribes from Alexandria,0,0,0,0,0,0,1,0,0
Forged in the Fire,0,0,0,0,0,0,1,0,0
Knights fee,0,0,0,0,0,0,1,0,0
The Charioteer of Delphi,0,0,0,0,0,0,1,0,0
Sailing Against the Wind,0,0,0,0,0,0,1,0,0
The Unknown Shore,0,0,0,0,0,0,1,0,0
A Sheaf of Bluebells,0,0,0,0,0,0,1,0,0
Castle Rackrent,0,0,0,0,0,0,1,0,0
Rachel and Leah,0,0,0,0,0,0,1,0,0
The Islands of Unwisdom,0,0,0,0,0,0,1,0,0
The Wreck of the Zanzibar,0,0,0,0,0,0,1,0,0
A Fine Balance,0,0,0,0,0,0,1,0,0
Land of Marvels,0,0,0,0,0,0,1,0,0
Man of Nazareth,0,0,0,0,0,0,1,0,0
The Plains of Passage,0,0,0,0,0,0,1,0,0
The Skystone,0,0,0,0,0,0,1,0,0
The Towers of Silence,0,0,0,0,0,0,1,0,0
The Eagle's Prophecy,0,0,0,0,0,0,1,0,0
"Judas, My Brother",0,0,0,0,0,0,1,0,0
The Walking Drum,0,0,0,0,0,0,1,0,0
A Grain of Wheat,0,0,0,0,0,0,1,0,0
Clarissa Oakes,0,0,0,0,0,0,1,0,0
Lord Hornblower,0,0,0,0,0,0,1,0,0
The Captain's Daughter,0,0,0,0,0,0,1,0,0
A Ship of the Line,0,0,0,0,0,0,1,0,0
Fall of Giants,0,0,0,0,0,0,1,0,0
An Elephant for Aristotle,0,0,0,0,0,0,1,0,0
The Journeyer,0,0,0,0,0,0,1,0,0
Flashman and the Redskins,0,0,0,0,0,0,1,0,0
A Bride of the Plains,0,0,0,0,0,0,1,0,0
The Immigrants,0,0,0,0,0,0,1,0,0
The October Horse,0,0,0,0,0,0,1,0,0
The Eagle's Conquest,0,0,0,0,0,0,1,0,0
Empress Orchid,0,0,0,0,0,0,1,0,0
The Venus Throw,0,0,0,0,0,0,1,0,0
Castle Dor,0,0,0,0,0,0,1,0,0
Bones of the Hills,0,0,0,0,0,0,1,0,0
The Gladiators from Capua,0,0,0,0,0,0,1,0,0
A God Against the Gods,0,0,0,0,0,0,1,0,0
The Death of Kings,0,0,0,0,0,0,1,0,0
Prince of Foxes,0,0,0,0,0,0,1,0,0
The Slave Dancer,0,0,0,0,0,0,1,0,0
The Woman Clothed with the Sun,0,0,0,0,0,0,1,0,0
The Enemies of Jupiter,0,0,0,0,0,0,1,0,0
Doctor Dido,0,0,0,0,0,0,1,0,0
Tutankhamun and the Daughter of Ra,0,0,0,0,0,0,1,0,0
Sword at Sunset,0,0,0,0,0,0,1,0,0
A Division of the Spoils,0,0,0,0,0,0,1,0,0
Flashman's Lady,0,0,0,0,0,0,1,0,0
The Yellow Admiral,0,0,0,0,0,0,1,0,0
The Travels of Jaimie McPheeters,0,0,0,0,0,0,1,0,0
The Judgment of Caesar,0,0,0,0,0,0,1,0,0
Arthur  &  George,0,0,0,0,0,0,1,0,0
Le Loup blanc,0,0,0,0,0,0,1,0,0
The Birthday Boys,0,0,0,0,0,0,1,0,0
Angélique and the King,0,0,0,0,0,0,1,0,0
Mr American,0,0,0,0,0,0,1,0,0
The Taming of the Queen,0,0,0,0,0,0,1,0,0
The Sands of Ammon,0,0,0,0,0,0,1,0,0
Lords of the Bow,0,0,0,0,0,0,1,0,0
Hornblower and the Hotspur,0,0,0,0,0,0,1,0,0
Warrior Scarlet,0,0,0,0,0,0,1,0,0
Balthasar's Odyssey,0,0,0,0,0,0,1,0,0
Ancient Evenings,0,0,0,0,0,0,1,0,0
